Exercise,Equipment,Exercise Type,Major Muscle,Minor Muscle
Arnold Press*Dumbbells*Weight*Arms*Bicep,Shoulders*
Bicep Curl*Bar,Dumbbells,Cable*Weight,Machine*Arms*Bicep*
Bicycle Crunch*Body Weight*Weight*Core* *
Bounds*Body Weight*Cardio,Laps*Full Body,Legs*Outer Thigh,Glutes*
Box Jumps*Body Weight*Plyo*Full Body* *
Box Toe Touch*Platform*Cardio*Legs*Glutes*
Broad Jump*Body Weight*Plyo,Laps,Cardio*Legs*Glutes*
Bulgarian Split Squat*Bar,Dumbbells*Weight*Legs*Hamstrings,Quads*
Burpee*Body Weight,Bosu Ball*Plyo*Full Body* *
Burpee Broad Jump*Body Weight*Plyo,Laps*Full Body* *
Butt Kickers*Body Weight*Cardio*Legs*Glutes*
Calf Raise*Dumbbells,Machine*Weight*Legs*Calves*
Chest Press*Dumbbells*Weight*Arms*Chest*
Close to Wide Grip Burnout*Dumbbells*Weight*Arms*Bicep*
Compass Jump*Body Weight*Cardio*Full Body* *
Crab Crawl*Body Weight*Cardio,Laps*Full Body* *
Curtsey Lunges*Dumbbells,Bar*Weight*Legs*Inner Thigh*
Deficit Squat*Platform*Weight*Legs*Glutes*
Donkey Kick*Dumbbells,Band,Body Weight*Weight*Legs*Glutes*
Fire Hydrant*Band,Body Weight*Weight*Legs*Glutes,Outer Thigh*
Flutter Kick*Body Weight*Weight*Core* *
Frogger*Body Weight*Plyo*Full Body* *
Glute Bridge*Band,Dumbbells*Weight*Legs*Glutes*
Glute Bridge March*Band,Platform*Weight*Legs*Hamstrings*
Goblet Squat*Kettlebells,Dumbbells*Weight*Legs*Glutes,Quads*
Halo*Kettlebells,Dumbbells*Weight*Arms*Shoulders,Tricep*
Heart Pump*Kettlebells,Dumbbells*Weight*Arms*Bicep,Chest*
High Knees*Body Weight*Cardio*Full Body* *
Jump Lunges*Body Weight*Plyo,Cardio*Legs*Glutes,Quads*
Jump Rope*Body Weight*Cardio*Full Body*
Jumping Jack Push Press*Medicine Ball*Plyo*Full Body* *
Jumping Jacks*Body Weight*Cardio*Full Body* *
Kettlebell Swing*Kettlebells,Dumbbells*Cardio,Weight*Full Body* *
Knee Drive*Body Weight*Plyo*Full Body* *
Lateral Band Walk*Band*Cardio,Laps*Legs*Outer Thigh*
Leg Pull Apart*Band*Weight*Legs,Back*Outer Thigh*
Leg Raise*Body Weight*Weight*Core*
Literally Just Jumping*Body Weight*Plyo*Full Body*Calves,Glutes*
Lying Leg Raises*Body Weight*Weight*Core* *
Military Plank*Body Weight*Plyo*Full Body,Arms*Shoulders*
Monkey Jump*Body Weight*Plyo,Cardio*Full Body* *
Mountain Climbers*Body Weight,Bosu Ball*Cardio*Core,Full Body* *
Plank*Body Weight*Weight*Full Body,Core*Chest*
Plank Jack*Band,Body Weight*Cardio*Full Body,Core* *
Plank Row*Dumbbells*Weight*Full Body,Back* *
Pushup*Body Weight*Weight*Arms*Chest*
Pushup Walk*Band*Weight*Arms*Chest*
Reverse Crunches*Body Weight*Weight*Core* *
Row*Bar,Dumbbells,Landmine*Weight*Back* *
Russian Twist*Kettlebells,Dumbbells*Weight*Core* *
Seal Jacks*Body Weight*Cardio*Full Body* *
Shoulder Press*Bar,Dumbbells*Weight,Arms*Shoulders*
Side Arm / Lateral Raise*Dumbbells*Weight*Arms*Lats*
Side Lunge*Body Weight,Dumbbells*Weight*Legs*Outer Thigh*
Side Plank*Body Weight*Weight*Full Body,Core*Oblique*
Side Plank Dips*Body Weight*Weight*Core*Oblique*
Side Plank with Leg Lift*Band,Body Weight*Weight*Core*Oblique*
Single Arm Clean and Press*Kettlebells,Dumbbells*Weight*Full Body,Arms*Shoulders*
Single Leg Hip Bridge*Body Weight,Dumbbells,Bosu Ball*Weight*Legs*Hamstrings*
Single Leg Squat*Body Weight*Weight*Legs*Glutes,Quads*
Situp and Throw*Medicine Ball*Weight*Core* *
Skaters*Body Weight*Cardio*Legs*Outer Thigh*
Skipping*Body Weight*Cardio,Laps*Full Body* *
Skull Crusher*Dumbbells,Bar*Weight*Arms*Tricep*
Spiderman Pushup*Body Weight*Weight*Arms,Core*Chest,Oblique*
Squat*Bar,Dumbbells,Body Weight,Squat Rack,Band*Weight*Legs*Quads,Glutes*
Squat Jump*Body Weight*Plyo,Cardio*Legs*Quads*
Squat Jumps 180*Body Weight*Plyo,Full Body*
Squat to Lateral Leg Lift*Band*Weight*Legs*Quads,Outer Thigh*
Standing Glute Kickbaks*Band*Weight*Legs*Glutes*
Standing Leg Lift*Cable,Band*Weight,Legs*Inner Thigh,Outer Thigh,Glutes*
Standing Oblique Crunch*Dumbbells*Weight*Core*Oblique*
Star Jump*Body Weight*Plyo*Full Body*
Step Up Lunges*Platform,Dumbbells*Plyo*Legs*Glutes*
Step-Back Lunge*Bar,Body Weight,Dumbbells,Squat Rack*Weight*Legs*Glutes*
Straightup Situp*Dumbbells*Weight*Core* *
Sumo Squat*Bar,Dumbbells,Body Weight*Weight*Legs*Inner Thigh,Outer Thigh*
Superman*Body Weight*Weight*Back* *
Touchdown*Body Weight*Plyo*Full Body* *
Tricep Dip*Body Weight*Weight*Arms*Tricep*
Tricep Kick-Back*Dumbbells*Weight*Arms*Tricep*
Tricep Overhead Press*Dumbbells*Weight*Arms*Tricep*
Tuck Jump*Body Weight*Plyo*Full Body* *
Twisted Mountain Climbers*Body Weight,Bosu Ball*Cardio*Full Body,Core*Oblique*
Wall Ball*Medicine Ball*Cardio*Full Body* *
Weighted Jumping Jacks*Dumbbells*Cardio*Full Body* *
Weighted Punches*Dumbbells*Cardio*Core* *
Deadbug*Body Weight*Weight*Core* *
